Order_ID,Order_Date,Ship_Date,Region,City,Customer_Segment,Sales_Channel,Product_ID,Quantity,Discount,Sales,Shipping_Cost
ORD-101211,2025-08-30,2025-09-02,South,London,Home Office,Online,P-002,1,0.15,156.06,4.08
ORD-101212,2024-10-30,2024-10-31,West,Cardiff,Home Office,Retail Store,P-005,2,0,126.59,4.2
ORD-101213,2024-08-07,2024-08-13,West,Birmingham,Home Office,Retail Store,P-007,7,0.25,279.41,13.25
ORD-101214,2025-04-27,2025-04-30,South,Bristol,Corporate,Retail Store,P-001,1,0.25,207.98,4.08
ORD-101215,2024-02-11,2024-02-17,West,Liverpool,Home Office,Online,P-008,4,0.1,659.33,5.7
ORD-101216,2024-07-19,2024-07-24,East,Peterborough,Corporate,B2B Sales,P-015,5,0,28.04,4.05
ORD-101217,2025-04-23,2025-04-25,North,Newcastle,Corporate,B2B Sales,P-014,5,0,138.95,4.05
ORD-101218,2025-09-08,2025-09-09,North,Leeds,Home Office,Retail Store,P-015,5,0,34.93,4.05
ORD-101219,2024-03-26,2024-03-27,East,Peterborough,Corporate,Online,P-013,7,0,79.81,4.59
ORD-101220,2024-08-23,2024-08-24,South,Brighton,Home Office,Retail Store,P-008,1,0.1,170.38,5.75
ORD-101221,2025-07-05,2025-07-10,East,Peterborough,Corporate,Retail Store,P-001,3,0,828.76,11.4
ORD-101222,2025-02-15,2025-02-19,South,Bristol,Home Office,Online,P-003,3,0.1,280.31,6.84
ORD-101223,2024-10-23,2024-10-28,West,Cardiff,Corporate,Retail Store,P-005,1,0.15,48.78,3.45
ORD-101224,2025-02-08,2025-02-13,South,London,Corporate,Retail Store,P-008,2,0,363.9,7
ORD-101225,2025-06-10,2025-06-16,West,Liverpool,Home Office,B2B Sales,P-001,2,0,576.83,5.46
ORD-101226,2024-10-12,2024-10-15,East,Norwich,Corporate,B2B Sales,P-002,1,0,251.9,4.08
ORD-101227,2024-01-26,2024-01-31,East,Norwich,Home Office,B2B Sales,P-014,10,0,249.12,9
ORD-101228,2024-08-06,2024-08-11,North,Leeds,Home Office,Retail Store,P-006,3,0,324.77,4.95
ORD-101229,2025-11-11,2025-11-17,North,Leeds,Home Office,Retail Store,P-012,12,0.05,124.76,5.94
ORD-101230,2024-06-27,2024-06-29,East,Norwich,Corporate,Online,P-007,1,0,61.83,5.75
ORD-101231,2025-09-01,2025-09-03,East,Cambridge,Home Office,Retail Store,P-005,4,0,212.22,5.7
ORD-101232,2025-02-07,2025-02-11,West,Birmingham,Home Office,Online,P-004,4,0.05,380.08,13.7
ORD-101233,2024-07-22,2024-07-26,North,Manchester,Home Office,B2B Sales,P-007,4,0,209.77,9.5
ORD-101234,2024-04-09,2024-04-10,East,Cambridge,Small Business,B2B Sales,P-004,3,0,302.71,6.84
ORD-101235,2025-02-22,2025-02-27,North,Leeds,Small Business,Retail Store,P-008,4,0,719.57,5.7
ORD-101236,2025-08-28,2025-09-01,North,Manchester,Home Office,B2B Sales,P-015,4,0.15,20.39,6.3
ORD-101237,2024-01-30,2024-02-01,East,Cambridge,Home Office,B2B Sales,P-012,12,0.1,82.92,9.9
ORD-101238,2024-06-18,2024-06-24,East,Norwich,Small Business,Online,P-013,14,0.1,168.17,6.48
ORD-101239,2024-09-20,2024-09-23,East,Norwich,Corporate,B2B Sales,P-005,2,0,111.63,4.2
ORD-101240,2025-07-08,2025-07-10,South,Bristol,Corporate,Retail Store,P-008,2,0.25,271.98,4.2
ORD-101241,2024-05-30,2024-06-03,East,Cambridge,Corporate,Online,P-004,4,0.2,334.28,8.22
ORD-101242,2024-04-16,2024-04-18,South,Bristol,Small Business,B2B Sales,P-006,3,0,313.62,8.25
ORD-101243,2024-05-15,2024-05-20,North,Leeds,Corporate,Online,P-014,7,0.2,160.78,4.59
ORD-101244,2025-10-21,2025-10-27,West,Liverpool,Corporate,Online,P-011,11,0,184.2,9.45
ORD-101245,2025-08-29,2025-09-01,North,Leeds,Corporate,Retail Store,P-013,5,0,57.63,4.05
ORD-101246,2025-11-10,2025-11-11,North,Leeds,Corporate,Online,P-014,4,0,157.65,3.78
ORD-101247,2024-11-02,2024-11-08,East,Norwich,Small Business,B2B Sales,P-010,4,0.25,23.36,3.78
ORD-101248,2025-10-18,2025-10-21,South,Brighton,Home Office,B2B Sales,P-015,8,0.1,52.27,4.86
ORD-101249,2025-12-11,2025-12-13,West,Birmingham,Home Office,Online,P-001,2,0.05,773.12,5.46
ORD-101250,2024-02-19,2024-02-24,East,Peterborough,Corporate,Online,P-009,3,0,326.18,4.95
ORD-101251,2024-11-30,2024-12-04,North,Manchester,Home Office,B2B Sales,P-009,1,0,162.94,3.45
ORD-101252,2025-03-11,2025-03-15,East,Peterborough,Home Office,B2B Sales,P-003,3,0.15,255.07,6.84
ORD-101253,2025-11-20,2025-11-25,North,Newcastle,Corporate,B2B Sales,P-003,1,0.05,148.81,6.8
ORD-101254,2025-12-15,2025-12-21,South,London,Home Office,B2B Sales,P-013,6,0.2,79.96,7.2
ORD-101255,2024-04-02,2024-04-07,East,Cambridge,Home Office,Online,P-015,7,0,43,4.59
ORD-101256,2025-03-26,2025-03-28,North,Manchester,Corporate,Online,P-014,7,0,187.7,4.59
ORD-101257,2025-10-06,2025-10-11,East,Cambridge,Corporate,Online,P-010,11,0,79.97,9.45
ORD-101258,2025-01-17,2025-01-23,West,Birmingham,Home Office,B2B Sales,P-002,4,0.15,628.87,13.7
ORD-101259,2024-05-14,2024-05-17,East,Peterborough,Small Business,Online,P-012,13,0,105.17,6.21
ORD-101260,2024-12-21,2024-12-26,East,Peterborough,Home Office,Online,P-010,3,0,26.07,5.85
ORD-101261,2024-06-10,2024-06-15,East,Peterborough,Home Office,Retail Store,P-009,2,0.1,225.94,4.2
ORD-101262,2024-04-15,2024-04-21,North,Manchester,Small Business,Retail Store,P-006,4,0.2,335.19,5.7
ORD-101263,2025-02-19,2025-02-24,South,London,Small Business,Retail Store,P-014,4,0.25,70.87,6.3
ORD-101264,2024-06-28,2024-07-01,South,Brighton,Corporate,B2B Sales,P-005,3,0.2,131.91,4.95
ORD-101265,2024-02-02,2024-02-05,North,Newcastle,Small Business,B2B Sales,P-009,4,0.1,400.74,5.7
ORD-101266,2025-10-05,2025-10-06,South,Bristol,Corporate,Retail Store,P-001,7,0.25,1780.61,20.6
ORD-101267,2024-03-31,2024-04-06,East,Peterborough,Corporate,Retail Store,P-013,23,0,261.04,14.85
ORD-101268,2025-02-21,2025-02-25,North,Leeds,Small Business,Online,P-003,2,0,212.8,5.46
ORD-101269,2024-11-04,2024-11-09,South,Bristol,Home Office,B2B Sales,P-005,4,0.2,221.83,9.5
ORD-101270,2024-06-25,2024-07-01,East,Peterborough,Home Office,Retail Store,P-010,7,0,43.51,4.59
ORD-101271,2025-05-29,2025-05-31,West,Liverpool,Home Office,Online,P-002,2,0.1,359.86,9.1
ORD-101272,2024-07-20,2024-07-26,West,Liverpool,Small Business,B2B Sales,P-011,3,0,40.38,3.51
ORD-101273,2025-12-16,2025-12-22,North,Newcastle,Corporate,B2B Sales,P-003,1,0,166.33,6.8
ORD-101274,2025-12-04,2025-12-07,South,Brighton,Home Office,Online,P-010,13,0.05,103.59,10.35
ORD-101275,2024-08-30,2024-09-03,North,Newcastle,Corporate,Online,P-009,1,0.25,86.59,5.75
ORD-101276,2024-11-19,2024-11-24,West,Birmingham,Small Business,Retail Store,P-008,1,0,265.08,3.45
ORD-101277,2025-04-14,2025-04-18,East,Norwich,Corporate,Online,P-007,4,0,215.1,5.7
ORD-101278,2025-01-25,2025-01-27,North,Manchester,Home Office,Online,P-001,2,0.25,378.4,9.1
ORD-101279,2024-03-09,2024-03-13,West,Cardiff,Small Business,Retail Store,P-007,1,0,50.63,3.45
ORD-101280,2024-01-05,2024-01-06,North,Manchester,Small Business,Online,P-002,1,0,182.59,4.08
ORD-101281,2025-09-07,2025-09-11,South,Bristol,Corporate,B2B Sales,P-005,7,0,382.42,13.25
ORD-101282,2025-11-12,2025-11-18,South,Brighton,Small Business,B2B Sales,P-003,3,0.1,424.88,6.84
ORD-101283,2024-12-08,2024-12-14,East,Cambridge,Home Office,B2B Sales,P-006,4,0.15,547.52,9.5
ORD-101284,2024-12-25,2024-12-28,South,Bristol,Home Office,Retail Store,P-009,4,0.05,686.11,5.7
ORD-101285,2024-03-28,2024-03-30,North,Manchester,Home Office,Retail Store,P-015,5,0,28.38,4.05
ORD-101286,2025-07-06,2025-07-08,West,Liverpool,Corporate,B2B Sales,P-002,3,0,592.24,11.4
ORD-101287,2024-12-16,2024-12-18,East,Cambridge,Home Office,Online,P-006,4,0.2,537.71,9.5
ORD-101288,2025-01-13,2025-01-15,South,Bristol,Small Business,Online,P-011,12,0,148,5.94
ORD-101289,2024-07-28,2024-07-30,South,Bristol,Corporate,B2B Sales,P-006,1,0.2,80.96,5.75
ORD-101290,2024-12-21,2024-12-23,West,Cardiff,Corporate,Retail Store,P-006,4,0.25,476.54,5.7
ORD-101291,2024-01-07,2024-01-12,West,Birmingham,Small Business,Retail Store,P-008,4,0,663.57,5.7
ORD-101292,2024-05-26,2024-06-01,North,Manchester,Corporate,Retail Store,P-009,2,0.25,203.34,7
ORD-101293,2025-02-01,2025-02-03,North,Leeds,Home Office,Retail Store,P-014,3,0,77.5,3.51
ORD-101294,2025-07-05,2025-07-09,North,Leeds,Home Office,B2B Sales,P-007,4,0.1,181.01,5.7
ORD-101295,2025-03-20,2025-03-22,West,Liverpool,Small Business,Retail Store,P-014,5,0,126.9,4.05
ORD-101296,2024-10-09,2024-10-14,East,Norwich,Small Business,B2B Sales,P-012,8,0.05,74.85,8.1
ORD-101297,2025-03-28,2025-04-01,West,Liverpool,Home Office,Retail Store,P-005,1,0.15,41.43,3.45
ORD-101298,2025-09-26,2025-10-01,West,Liverpool,Home Office,Retail Store,P-007,5,0,309.32,6.45
ORD-101299,2025-01-17,2025-01-19,East,Norwich,Home Office,B2B Sales,P-014,13,0,332.29,10.35
ORD-101300,2024-05-31,2024-06-01,West,Birmingham,Home Office,Retail Store,P-004,2,0.1,190.89,9.1
ORD-101301,2025-10-30,2025-11-01,East,Norwich,Corporate,B2B Sales,P-011,11,0.25,133.36,5.67
ORD-101302,2025-11-07,2025-11-13,North,Leeds,Corporate,Online,P-015,10,0,86.82,9
ORD-101303,2025-07-29,2025-07-30,South,Brighton,Corporate,B2B Sales,P-013,12,0.25,97.91,9.9
ORD-101304,2025-11-29,2025-12-03,West,Liverpool,Small Business,Online,P-015,12,0,102.84,9.9
ORD-101305,2024-03-03,2024-03-05,East,Cambridge,Corporate,B2B Sales,P-003,1,0,105.75,4.08
ORD-101306,2025-04-28,2025-05-02,East,Peterborough,Corporate,B2B Sales,P-011,13,0,181.58,10.35
ORD-101307,2024-03-05,2024-03-07,North,Newcastle,Small Business,Retail Store,P-012,13,0,104.89,6.21
ORD-101308,2025-06-17,2025-06-20,North,Manchester,Home Office,Retail Store,P-007,4,0,248.49,9.5
ORD-101309,2024-11-24,2024-11-28,West,Birmingham,Small Business,Online,P-006,1,0,143.2,3.45
ORD-101310,2024-01-29,2024-02-04,East,Cambridge,Small Business,Retail Store,P-001,3,0.2,597.97,6.84
ORD-101311,2024-01-03,2024-01-07,West,Liverpool,Corporate,Retail Store,P-013,14,0,146.33,6.48
ORD-101312,2025-01-19,2025-01-23,East,Norwich,Corporate,Retail Store,P-010,11,0.05,56.05,9.45
ORD-101313,2025-12-03,2025-12-07,West,Birmingham,Corporate,Retail Store,P-012,12,0,143.73,5.94
ORD-101314,2024-06-16,2024-06-21,West,Birmingham,Small Business,Retail Store,P-011,8,0,127.1,4.86
ORD-101315,2024-05-27,2024-05-31,North,Newcastle,Home Office,Retail Store,P-013,14,0.1,161.3,10.8
ORD-101316,2025-03-28,2025-04-01,East,Norwich,Corporate,Retail Store,P-006,4,0,442.99,5.7
ORD-101317,2025-09-16,2025-09-19,South,Brighton,Home Office,Online,P-003,2,0.15,197.33,9.1
ORD-101318,2025-10-13,2025-10-14,North,Newcastle,Small Business,B2B Sales,P-011,8,0.25,108.27,8.1
ORD-101319,2024-11-30,2024-12-01,South,London,Home Office,B2B Sales,P-007,2,0.25,109.73,7
ORD-101320,2025-02-15,2025-02-20,West,Liverpool,Corporate,B2B Sales,P-011,4,0.05,51.25,3.78
ORD-101321,2025-12-08,2025-12-14,North,Newcastle,Small Business,Retail Store,P-002,2,0,558.44,5.46
ORD-101322,2024-08-17,2024-08-21,West,Liverpool,Small Business,Online,P-009,2,0,231.66,7
ORD-101323,2024-03-04,2024-03-06,North,Newcastle,Corporate,Retail Store,P-005,4,0,191.92,9.5
ORD-101324,2024-08-28,2024-08-30,East,Peterborough,Home Office,Online,P-009,1,0.2,90.27,5.75
ORD-101325,2025-02-20,2025-02-26,West,Liverpool,Small Business,B2B Sales,P-013,20,0.05,195.69,13.5
ORD-101326,2024-02-28,2024-02-29,South,Brighton,Small Business,Retail Store,P-007,3,0.2,118.97,8.25
ORD-101327,2025-04-04,2025-04-08,North,Manchester,Corporate,B2B Sales,P-012,6,0.1,44.57,7.2
ORD-101328,2024-02-15,2024-02-17,North,Leeds,Home Office,B2B Sales,P-005,3,0.1,120.48,8.25
ORD-101329,2024-08-02,2024-08-07,East,Peterborough,Home Office,Retail Store,P-013,14,0.15,132.56,6.48
ORD-101330,2025-12-10,2025-12-12,West,Liverpool,Small Business,B2B Sales,P-005,1,0,70.2,5.75
ORD-101331,2025-12-29,2026-01-03,North,Leeds,Home Office,B2B Sales,P-015,9,0.25,59.36,5.13
ORD-101332,2025-06-28,2025-07-02,West,Cardiff,Corporate,Online,P-001,2,0,574.26,9.1
ORD-101333,2025-11-15,2025-11-20,East,Cambridge,Small Business,Online,P-009,1,0.05,165.6,5.75
ORD-101334,2024-02-16,2024-02-17,South,Bristol,Corporate,Retail Store,P-001,1,0.1,227.47,4.08
ORD-101335,2024-02-25,2024-02-26,South,London,Home Office,B2B Sales,P-001,3,0,733.45,6.84
ORD-101336,2024-12-19,2024-12-20,North,Leeds,Small Business,Retail Store,P-007,4,0.25,251.01,9.5
ORD-101337,2024-01-09,2024-01-10,South,Bristol,Corporate,B2B Sales,P-001,2,0,503.44,9.1
ORD-101338,2024-06-06,2024-06-07,South,Brighton,Small Business,B2B Sales,P-008,2,0.1,365.59,4.2
ORD-101339,2025-05-19,2025-05-24,East,Norwich,Small Business,B2B Sales,P-010,11,0,64.9,9.45
ORD-101340,2025-05-14,2025-05-20,South,Bristol,Home Office,Retail Store,P-004,4,0,425.68,13.7
ORD-101341,2024-08-01,2024-08-07,West,Liverpool,Small Business,Retail Store,P-005,4,0,200.8,5.7
ORD-101342,2025-12-25,2025-12-31,South,Bristol,Small Business,B2B Sales,P-006,1,0,158.95,3.45
ORD-101343,2025-04-04,2025-04-06,West,Cardiff,Home Office,Retail Store,P-009,3,0.1,340.99,8.25
ORD-101344,2025-12-12,2025-12-16,East,Cambridge,Small Business,B2B Sales,P-012,11,0,130.54,9.45
ORD-101345,2024-10-21,2024-10-22,North,Leeds,Corporate,B2B Sales,P-013,11,0.25,117.79,9.45
ORD-101346,2024-02-27,2024-03-04,South,Brighton,Small Business,Online,P-010,13,0.05,65.96,6.21
ORD-101347,2024-09-25,2024-09-27,South,Bristol,Corporate,Online,P-014,9,0,280.55,8.55
ORD-101348,2025-11-21,2025-11-22,West,Liverpool,Corporate,Retail Store,P-001,7,0.2,2053.81,20.6
ORD-101349,2024-03-30,2024-04-01,North,Leeds,Small Business,Retail Store,P-012,11,0,87.41,5.67
ORD-101350,2025-07-05,2025-07-11,East,Cambridge,Small Business,Retail Store,P-008,4,0.25,557.09,5.7
ORD-101351,2025-11-18,2025-11-23,North,Newcastle,Small Business,Online,P-008,4,0.25,767.89,5.7
ORD-101352,2024-07-15,2024-07-17,South,London,Small Business,Online,P-014,11,0,295.66,9.45
ORD-101353,2024-11-13,2024-11-16,North,Manchester,Home Office,Online,P-006,4,0,636.06,9.5
ORD-101354,2025-07-02,2025-07-08,East,Norwich,Home Office,Online,P-011,13,0,177.15,6.21
ORD-101355,2025-12-08,2025-12-09,South,Bristol,Home Office,Online,P-004,1,0,152.11,6.8
ORD-101356,2024-09-01,2024-09-02,North,Leeds,Corporate,Online,P-013,8,0,106.47,4.86
ORD-101357,2025-06-30,2025-07-04,South,London,Small Business,B2B Sales,P-008,2,0,404.62,7
ORD-101358,2025-06-30,2025-07-05,North,Leeds,Corporate,Online,P-009,3,0.1,363.16,4.95
ORD-101359,2025-12-03,2025-12-06,East,Peterborough,Corporate,Online,P-009,1,0,186.81,5.75
ORD-101360,2024-09-07,2024-09-11,North,Manchester,Small Business,Online,P-014,9,0,273,5.13
ORD-101361,2025-09-27,2025-10-03,West,Birmingham,Home Office,Online,P-007,4,0.1,209.28,9.5
ORD-101362,2024-09-02,2024-09-07,West,Cardiff,Home Office,Online,P-002,2,0.25,332.41,5.46
ORD-101363,2024-07-08,2024-07-11,South,London,Corporate,Retail Store,P-002,1,0.05,183.06,6.8
ORD-101364,2024-10-29,2024-11-01,North,Leeds,Corporate,Online,P-001,2,0,686.81,9.1
ORD-101365,2024-01-16,2024-01-19,South,Brighton,Corporate,Retail Store,P-001,1,0,247.17,4.08
ORD-101366,2024-05-21,2024-05-22,North,Manchester,Home Office,Online,P-002,4,0.2,660.29,13.7
ORD-101367,2025-11-16,2025-11-22,East,Norwich,Corporate,Retail Store,P-014,6,0,221.36,4.32
ORD-101368,2025-07-01,2025-07-04,West,Liverpool,Corporate,Online,P-005,3,0,141.58,8.25
ORD-101369,2025-04-11,2025-04-17,North,Leeds,Corporate,B2B Sales,P-001,1,0,265.47,6.8
ORD-101370,2024-07-27,2024-08-02,North,Newcastle,Home Office,Retail Store,P-008,2,0,351.4,4.2
ORD-101371,2024-09-19,2024-09-20,West,Birmingham,Corporate,B2B Sales,P-011,4,0,62.23,6.3
ORD-101372,2024-08-02,2024-08-04,South,Brighton,Small Business,Retail Store,P-005,2,0,93.96,4.2
ORD-101373,2025-05-07,2025-05-11,West,Birmingham,Home Office,Retail Store,P-009,4,0,526.92,5.7
ORD-101374,2024-08-10,2024-08-12,North,Manchester,Corporate,Online,P-008,3,0.2,442.71,4.95
ORD-101375,2025-05-06,2025-05-12,East,Norwich,Corporate,Online,P-002,2,0,398.24,5.46
ORD-101376,2025-06-29,2025-07-02,East,Peterborough,Corporate,Online,P-002,4,0.2,649.99,13.7
ORD-101377,2025-09-30,2025-10-02,South,Bristol,Corporate,B2B Sales,P-009,4,0,524.4,9.5
ORD-101378,2024-01-04,2024-01-08,South,London,Home Office,Retail Store,P-015,3,0.05,15.5,3.51
ORD-101379,2025-05-17,2025-05-19,East,Cambridge,Home Office,Online,P-011,13,0,206.56,6.21
ORD-101380,2024-12-27,2024-12-28,North,Manchester,Corporate,Retail Store,P-014,4,0,151.24,3.78
ORD-101381,2024-08-19,2024-08-20,South,Brighton,Small Business,Online,P-012,11,0.05,84.12,9.45
ORD-101382,2025-11-30,2025-12-04,West,Birmingham,Corporate,Retail Store,P-015,23,0,197.59,14.85
ORD-101383,2024-01-09,2024-01-15,North,Manchester,Home Office,Online,P-009,2,0.2,180,4.2
ORD-101384,2025-01-02,2025-01-04,West,Liverpool,Small Business,Retail Store,P-002,1,0.05,173.97,4.08
ORD-101385,2024-04-04,2024-04-06,South,Bristol,Home Office,B2B Sales,P-005,3,0.05,145.82,8.25
ORD-101386,2024-10-30,2024-11-01,West,Birmingham,Home Office,B2B Sales,P-013,14,0.25,146.12,6.48
ORD-101387,2025-09-25,2025-10-01,North,Manchester,Small Business,Retail Store,P-001,2,0.15,513.55,5.46
ORD-101388,2025-12-22,2025-12-23,North,Leeds,Home Office,B2B Sales,P-005,4,0,300.41,9.5
ORD-101389,2025-10-19,2025-10-23,East,Peterborough,Home Office,B2B Sales,P-006,7,0.25,650.1,13.25
ORD-101390,2024-07-28,2024-08-01,North,Newcastle,Corporate,Online,P-003,2,0,199.99,5.46
ORD-101391,2025-08-13,2025-08-18,South,Brighton,Corporate,B2B Sales,P-006,5,0,551.42,6.45
ORD-101392,2025-04-14,2025-04-20,East,Cambridge,Corporate,B2B Sales,P-007,5,0.25,212.06,10.75
ORD-101393,2024-01-16,2024-01-21,East,Cambridge,Corporate,Online,P-013,9,0.05,89.62,5.13
ORD-101394,2024-06-06,2024-06-12,South,Brighton,Corporate,Retail Store,P-009,1,0,124.95,3.45
ORD-101395,2024-06-09,2024-06-10,East,Norwich,Corporate,Online,P-011,6,0,90.87,4.32
ORD-101396,2024-01-19,2024-01-23,West,Cardiff,Corporate,Retail Store,P-001,1,0,260.42,6.8
ORD-101397,2025-07-28,2025-08-03,South,Bristol,Small Business,Online,P-010,4,0,20.93,6.3
ORD-101398,2024-01-18,2024-01-22,West,Cardiff,Small Business,B2B Sales,P-002,3,0,566.48,6.84
ORD-101399,2024-04-13,2024-04-19,South,London,Home Office,B2B Sales,P-015,8,0.2,40.23,4.86
ORD-101400,2024-06-24,2024-06-27,North,Manchester,Home Office,B2B Sales,P-007,2,0,120.44,4.2
ORD-101401,2025-01-10,2025-01-16,West,Cardiff,Home Office,B2B Sales,P-010,14,0,70.93,6.48
ORD-101402,2025-06-07,2025-06-12,West,Birmingham,Corporate,Retail Store,P-009,1,0,129.21,3.45
ORD-101403,2025-06-04,2025-06-10,East,Cambridge,Small Business,Retail Store,P-012,3,0.2,20.59,3.51
ORD-101404,2025-03-10,2025-03-14,East,Norwich,Home Office,Retail Store,P-013,4,0.05,43.34,3.78
ORD-101405,2025-05-22,2025-05-24,West,Liverpool,Corporate,B2B Sales,P-010,3,0.1,15.96,5.85
ORD-101406,2025-06-05,2025-06-06,West,Liverpool,Small Business,Online,P-015,3,0,18.49,3.51
ORD-101407,2025-05-23,2025-05-29,West,Liverpool,Small Business,Retail Store,P-004,2,0.25,159.29,9.1
ORD-101408,2024-03-02,2024-03-06,West,Birmingham,Home Office,B2B Sales,P-012,5,0.1,36.05,6.75
ORD-101409,2025-10-11,2025-10-16,West,Birmingham,Small Business,Online,P-004,4,0,480.4,8.22
ORD-101410,2024-08-27,2024-08-28,South,Brighton,Small Business,B2B Sales,P-002,1,0,185.08,6.8
ORD-101411,2025-06-19,2025-06-20,North,Manchester,Corporate,Online,P-003,3,0.1,321.48,11.4
ORD-101412,2025-09-29,2025-09-30,West,Cardiff,Small Business,B2B Sales,P-002,5,0,1157.74,16
ORD-101413,2025-08-09,2025-08-10,South,Brighton,Home Office,Online,P-006,3,0,305.39,8.25
ORD-101414,2024-01-23,2024-01-27,West,Liverpool,Home Office,Online,P-002,1,0,186.5,4.08
ORD-101415,2024-07-11,2024-07-13,South,London,Corporate,Retail Store,P-012,4,0,30.19,3.78
ORD-101416,2024-07-17,2024-07-23,South,London,Corporate,Retail Store,P-006,1,0,100.68,5.75
ORD-101417,2025-02-14,2025-02-19,West,Liverpool,Home Office,Retail Store,P-008,4,0,696.4,9.5
ORD-101418,2024-04-21,2024-04-23,East,Cambridge,Corporate,Retail Store,P-003,3,0,339.12,6.84
ORD-101419,2024-03-12,2024-03-15,West,Liverpool,Home Office,Retail Store,P-013,14,0.05,156.56,6.48
ORD-101420,2024-01-16,2024-01-21,North,Leeds,Corporate,Retail Store,P-006,4,0,409.16,9.5
ORD-101421,2025-04-04,2025-04-05,West,Birmingham,Home Office,B2B Sales,P-008,4,0,779.08,5.7
ORD-101422,2025-08-19,2025-08-23,East,Peterborough,Corporate,Online,P-015,23,0.1,122.49,14.85
ORD-101423,2024-01-04,2024-01-08,North,Manchester,Home Office,Online,P-006,3,0,301.26,4.95
ORD-101424,2025-05-31,2025-06-02,North,Newcastle,Home Office,Retail Store,P-003,4,0,434.06,13.7
ORD-101425,2024-10-22,2024-10-27,North,Manchester,Home Office,B2B Sales,P-014,14,0,434.98,6.48
ORD-101426,2024-05-02,2024-05-03,North,Leeds,Home Office,B2B Sales,P-002,2,0,417.78,9.1
ORD-101427,2025-12-13,2025-12-16,North,Leeds,Home Office,Retail Store,P-002,4,0.15,949.46,13.7
ORD-101428,2025-11-21,2025-11-27,East,Peterborough,Home Office,Online,P-010,11,0,87.04,9.45
ORD-101429,2025-07-23,2025-07-28,West,Birmingham,Corporate,B2B Sales,P-004,4,0,382.59,8.22
ORD-101430,2024-10-08,2024-10-12,West,Birmingham,Home Office,Online,P-003,1,0,135.87,4.08
ORD-101431,2025-12-20,2025-12-21,South,London,Corporate,Online,P-015,9,0.15,63.05,5.13
ORD-101432,2024-02-28,2024-03-04,West,Liverpool,Corporate,Online,P-001,1,0,270.33,4.08
ORD-101433,2025-01-03,2025-01-09,North,Manchester,Home Office,Retail Store,P-015,11,0.25,43.29,9.45
ORD-101434,2024-04-15,2024-04-21,East,Cambridge,Corporate,Retail Store,P-013,11,0.2,109.11,5.67
ORD-101435,2024-11-07,2024-11-13,East,Norwich,Home Office,Online,P-005,4,0.05,254,9.5
ORD-101436,2025-07-08,2025-07-14,South,Bristol,Corporate,Retail Store,P-010,14,0,73.95,6.48
ORD-101437,2025-09-24,2025-09-25,East,Peterborough,Small Business,B2B Sales,P-010,16,0.05,93.78,11.7
ORD-101438,2025-01-07,2025-01-08,East,Norwich,Corporate,Online,P-003,3,0,286.22,6.84
ORD-101439,2024-06-21,2024-06-23,South,London,Small Business,Retail Store,P-011,12,0,183.68,5.94
ORD-101440,2025-08-07,2025-08-13,South,Brighton,Small Business,B2B Sales,P-003,4,0,411.14,8.22
ORD-101441,2025-06-11,2025-06-15,North,Manchester,Home Office,Retail Store,P-005,1,0.15,44.79,5.75
ORD-101442,2024-12-28,2025-01-01,East,Cambridge,Small Business,Online,P-012,12,0,140.42,5.94
ORD-101443,2025-11-07,2025-11-13,South,London,Home Office,B2B Sales,P-005,2,0,140.71,7
ORD-101444,2024-11-05,2024-11-07,South,Brighton,Small Business,B2B Sales,P-015,3,0.2,20.02,3.51
ORD-101445,2024-02-21,2024-02-23,North,Newcastle,Home Office,Online,P-002,1,0.15,163.46,4.08
ORD-101446,2024-07-28,2024-07-29,North,Newcastle,Corporate,Retail Store,P-004,1,0,100.05,4.08
ORD-101447,2025-09-15,2025-09-17,West,Liverpool,Home Office,B2B Sales,P-004,3,0,355.7,11.4
ORD-101448,2025-09-21,2025-09-27,West,Liverpool,Corporate,Retail Store,P-007,4,0,252.2,5.7
ORD-101449,2024-04-04,2024-04-06,South,Brighton,Home Office,B2B Sales,P-005,2,0,102.78,4.2
ORD-101450,2024-10-13,2024-10-15,East,Norwich,Corporate,Online,P-005,1,0.25,47.52,5.75
ORD-101451,2024-01-21,2024-01-23,North,Leeds,Corporate,Retail Store,P-009,2,0,212.43,4.2
ORD-101452,2025-04-10,2025-04-13,East,Cambridge,Small Business,Online,P-013,6,0,73.67,4.32
ORD-101453,2025-06-02,2025-06-04,East,Peterborough,Home Office,B2B Sales,P-013,12,0,157.03,5.94
ORD-101454,2024-03-31,2024-04-03,North,Manchester,Home Office,Online,P-008,2,0,355.49,4.2
ORD-101455,2025-08-06,2025-08-07,West,Birmingham,Small Business,Retail Store,P-007,2,0.15,89.54,7
ORD-101456,2024-12-06,2024-12-09,West,Liverpool,Home Office,B2B Sales,P-006,1,0,165.6,3.45
ORD-101457,2024-05-26,2024-06-01,East,Norwich,Corporate,Online,P-008,7,0,1344.01,7.95
ORD-101458,2025-04-27,2025-05-03,East,Cambridge,Corporate,Online,P-006,2,0,216.95,7
ORD-101459,2024-10-27,2024-10-29,North,Newcastle,Small Business,Online,P-001,2,0.25,497.11,5.46
ORD-101460,2024-12-18,2024-12-19,South,London,Corporate,B2B Sales,P-010,10,0,90.2,5.4
ORD-101461,2025-01-09,2025-01-11,East,Cambridge,Home Office,B2B Sales,P-005,4,0.25,137.34,5.7
